Pages les plus populaires,Clics,Impressions,CTR,Position
https://www.michelinman.com/auto/manufacturers/subaru/crosstrek,168,11059,1.52%,12.43
https://www.michelinman.com/auto/manufacturers/porsche/911,168,7078,2.37%,11.82
https://www.michelinman.com/motorcycle/manufacturers/honda/gl-1800-a-goldwing,166,2775,5.98%,19.51
https://www.michelinman.com/motorcycle/manufacturers,165,65345,0.25%,9.78
https://www.michelinman.com/auto/manufacturers/volvo/xc60,165,6544,2.52%,10.64
https://www.michelinman.com/auto/manufacturers/kia/telluride,162,10585,1.53%,10.08
https://www.michelinman.com/auto/manufacturers/hyundai/elantra-n,159,3776,4.21%,13.66
https://www.michelinman.com/auto/manufacturers/ford/mustang,156,13327,1.17%,14.72
https://www.michelinman.com/auto/manufacturers/toyota/gr86,156,10995,1.42%,7.42
https://www.michelinman.com/auto/manufacturers/lexus/es300h,155,6598,2.35%,15.76
https://www.michelinman.com/auto/manufacturers/lexus,152,18279,0.83%,12.01
https://www.michelinman.com/auto/manufacturers/audi,152,12971,1.17%,10.55
https://www.michelinman.com/auto/manufacturers/chevrolet/silverado-1500,150,17973,0.83%,30.67
https://www.michelinman.com/auto/manufacturers/subaru/ascent,150,7149,2.1%,9.22
https://www.michelinman.com/auto/manufacturers/bmw/m340i,149,3290,4.53%,11.43
https://www.michelinman.com/auto/manufacturers/volvo/xc40,146,3093,4.72%,14.52
https://www.michelinman.com/auto/manufacturers/honda/fit,143,15837,0.9%,12.51
https://www.michelinman.com/auto/manufacturers/ford/mustang-mach-e,143,6376,2.24%,19.41
https://www.michelinman.com/auto/manufacturers/mercedes-benz/e350,141,9013,1.56%,19
https://www.michelinman.com/auto/manufacturers/bmw/m3,139,6452,2.15%,10.24
https://www.michelinman.com/auto/manufacturers/mercedes-benz/c300,137,16289,0.84%,17.28
https://www.michelinman.com/auto/manufacturers/toyota/tacoma,136,18054,0.75%,24.26
https://www.michelinman.com/motorcycle/manufacturers/honda/click-i-125-special-edition,136,5415,2.51%,9.5
https://www.michelinman.com/auto/manufacturers/tesla/model-x,133,36362,0.37%,12.87
https://www.michelinman.com/auto/manufacturers/kia/sportage,133,7491,1.78%,17.31
https://www.michelinman.com/auto/manufacturers/toyota/avalon,132,8801,1.5%,23
https://www.michelinman.com/auto/manufacturers/bmw/330i,132,6811,1.94%,11.03
https://www.michelinman.com/auto/manufacturers/toyota/gr-supra,132,3743,3.53%,10.29
https://www.michelinman.com/auto/manufacturers/cadillac/xt6,131,3503,3.74%,17.66
https://www.michelinman.com/auto/manufacturers/rivian,127,4223,3.01%,21.31
https://www.michelinman.com/auto/manufacturers/genesis/g70,127,3068,4.14%,15.55
https://www.michelinman.com/auto/manufacturers/ford/f-350-super-duty,125,6721,1.86%,14.59
https://www.michelinman.com/auto/manufacturers/chevrolet/blazer,123,4489,2.74%,11.95
https://www.michelinman.com/auto/manufacturers/bmw/m4,122,4361,2.8%,12.76
https://www.michelinman.com/auto/manufacturers/mercedes-benz/glb250,122,3924,3.11%,10.03
https://www.michelinman.com/auto/manufacturers/mercedes-benz/g63-amg,120,4183,2.87%,24.97
https://www.michelinman.com/auto/manufacturers/chevrolet/silverado-2500-hd,119,6958,1.71%,23.43
https://www.michelinman.com/motorcycle/manufacturers/honda,116,10816,1.07%,13.16
https://www.michelinman.com/auto/manufacturers/chevrolet/tahoe,116,9692,1.2%,19.26
https://www.michelinman.com/auto/manufacturers/lexus/nx300,114,5805,1.96%,13.52
https://www.michelinman.com/auto/manufacturers/toyota/venza,114,5028,2.27%,14.88
https://www.michelinman.com/auto/manufacturers/honda/passport,112,9417,1.19%,8.06
https://www.michelinman.com/auto/manufacturers/chevrolet/camaro,112,8662,1.29%,19.28
https://www.michelinman.com/auto/manufacturers/land-rover/defender-110,111,3676,3.02%,24.6
https://www.michelinman.com/auto/manufacturers/ford/fusion,110,11656,0.94%,32.45
https://www.michelinman.com/auto/manufacturers/bmw/ix,106,2639,4.02%,14.08
https://www.michelinman.com/auto/manufacturers/toyota/land-cruiser,105,4305,2.44%,11.55
https://www.michelinman.com/auto/manufacturers/mercedes-benz/eqs-450,105,1448,7.25%,14.11
https://www.michelinman.com/auto/manufacturers/toyota/tundra,104,12298,0.85%,20.36
https://www.michelinman.com/auto/manufacturers/cadillac/ct5,102,4121,2.48%,36.53
https://www.michelinman.com/auto/manufacturers/jeep/wrangler,101,22546,0.45%,28.35
https://www.michelinman.com/auto/manufacturers/volkswagen/id.4,101,4984,2.03%,13.41
https://www.michelinman.com/auto/manufacturers/buick/enclave,98,5781,1.7%,13.06
https://www.michelinman.com/motorcycle/manufacturers/kawasaki/ninja-650,98,3971,2.47%,17.67
https://www.michelinman.com/auto/manufacturers/mercedes-benz/gle450,98,3039,3.22%,15.42
https://www.michelinman.com/motorcycle/manufacturers/kawasaki,97,7804,1.24%,17.44
https://www.michelinman.com/auto/manufacturers/ford/expedition,96,6552,1.47%,20.1
https://www.michelinman.com/auto/manufacturers/mazda/cx-30,96,6353,1.51%,9.36
https://www.michelinman.com/auto/manufacturers/tesla/cybertruck,95,34690,0.27%,9.32
https://www.michelinman.com/auto/manufacturers/kia/sorento,92,10291,0.89%,17.99
https://www.michelinman.com/motorcycle/manufacturers/vespa,92,3372,2.73%,17.29
https://www.michelinman.com/auto/manufacturers/mercedes-benz/sprinter-2500,91,5635,1.61%,22.97
https://www.michelinman.com/auto/manufacturers/mercedes-benz/amg-gt-63-s,91,4728,1.92%,42.81
https://www.michelinman.com/auto/manufacturers/chevrolet/traverse,90,7534,1.19%,15.16
https://www.michelinman.com/auto/manufacturers/mazda/cx-9,90,5456,1.65%,12.05
https://www.michelinman.com/auto/manufacturers/cadillac/escalade,88,4751,1.85%,13.13
https://www.michelinman.com/auto/manufacturers/bmw/m5,88,3250,2.71%,16.76
https://www.michelinman.com/auto/manufacturers/bmw/328i,86,12841,0.67%,13.44
https://www.michelinman.com/auto/manufacturers/lexus/is350,86,4032,2.13%,12.02
https://www.michelinman.com/auto/manufacturers/hyundai/santa-fe,85,8400,1.01%,17.23
https://www.michelinman.com/auto/manufacturers/lincoln/corsair,84,2437,3.45%,12.28
https://www.michelinman.com/auto/manufacturers/ram/1500,83,12917,0.64%,26.3
https://www.michelinman.com/auto/manufacturers/gmc/acadia,83,6440,1.29%,18.01
https://www.michelinman.com/auto/manufacturers/audi/q3,83,4062,2.04%,11.11
https://www.michelinman.com/auto/manufacturers/bmw/x1,82,13668,0.6%,10.23
https://www.michelinman.com/auto/manufacturers/bmw/i4,82,11345,0.72%,10.44
https://www.michelinman.com/auto/manufacturers/hyundai/sonata,82,10446,0.78%,24.08
https://www.michelinman.com/auto/manufacturers/gmc/terrain,82,8120,1.01%,22.4
https://www.michelinman.com/auto/manufacturers/volkswagen/tiguan,81,7616,1.06%,14.46
https://www.michelinman.com/auto/manufacturers/mercedes-benz/cla250,81,5883,1.38%,19.83
https://www.michelinman.com/auto/manufacturers/audi/a6-quattro,81,3380,2.4%,15.07
https://www.michelinman.com/auto/manufacturers/cadillac/srx,80,4901,1.63%,15.34
https://www.michelinman.com/auto/manufacturers/lexus/ux250h,80,3726,2.15%,14.86
https://www.michelinman.com/auto/manufacturers/nissan/altima,79,14320,0.55%,28.83
https://www.michelinman.com/motorcycle/manufacturers/yamaha,79,11199,0.71%,13.53
https://www.michelinman.com/auto/manufacturers/lexus/gs350,79,5873,1.35%,17.49
https://www.michelinman.com/auto/manufacturers/mercedes-benz/glc43-amg,79,2341,3.37%,21.74
https://www.michelinman.com/auto/manufacturers/ford,78,28982,0.27%,11.26
https://www.michelinman.com/auto/manufacturers/jeep,78,16313,0.48%,30.81
https://www.michelinman.com/auto/manufacturers/kia/soul,78,11241,0.69%,19.36
https://www.michelinman.com/auto/manufacturers/cadillac,78,9984,0.78%,10.93
https://www.michelinman.com/auto/manufacturers/bmw/x6,78,4522,1.72%,15.22
https://www.michelinman.com/auto/manufacturers/lexus/lx570,78,3487,2.24%,22.64
https://www.michelinman.com/auto/manufacturers/hyundai,77,10398,0.74%,13.62
https://www.michelinman.com/auto/manufacturers/mercedes-benz/c43-amg,77,8414,0.92%,24.43
https://www.michelinman.com/auto/manufacturers/chrysler/pacifica-minivan,76,6804,1.12%,21.43
https://www.michelinman.com/auto/manufacturers/volkswagen/atlas,76,6299,1.21%,14.22
https://www.michelinman.com/auto/manufacturers/mercedes-benz/ml350,76,5930,1.28%,20.15
https://www.michelinman.com/auto/manufacturers/volvo,75,5855,1.28%,12.59
https://www.michelinman.com/auto/manufacturers/cadillac/xt4,74,2626,2.82%,10.08
https://www.michelinman.com/auto/manufacturers/genesis/g80,74,2393,3.09%,21.99
https://www.michelinman.com/auto/manufacturers/mercedes-benz/c63-amg-s,73,4766,1.53%,41.42
https://www.michelinman.com/auto/manufacturers/subaru/wrx,73,4622,1.58%,13.39
https://www.michelinman.com/auto/manufacturers/mazda/mx-5-miata,73,3327,2.19%,15.84
https://www.michelinman.com/auto/manufacturers/kia/niro,73,3270,2.23%,11.45
https://www.michelinman.com/auto/manufacturers/nissan/sentra,72,10736,0.67%,25.82
https://www.michelinman.com/auto/manufacturers/nissan/murano,72,5579,1.29%,23.47
https://www.michelinman.com/auto/manufacturers/mercedes-benz/a220,71,8003,0.89%,16.26
https://www.michelinman.com/auto/manufacturers/chevrolet/bolt-euv,71,6782,1.05%,35.51
https://www.michelinman.com/auto/manufacturers/lexus/is250,71,6656,1.07%,17.62
https://www.michelinman.com/motorcycle/manufacturers/honda/cbr600rr,71,5415,1.31%,18.92
https://www.michelinman.com/auto/manufacturers/land-rover/range-rover-sport,71,4293,1.65%,15.64
https://www.michelinman.com/motorcycle/manufacturers/yamaha/aerox-r-all,71,2928,2.42%,10.17
https://www.michelinman.com/auto/manufacturers/acura,70,7376,0.95%,15.85
https://www.michelinman.com/auto/manufacturers/gmc/sierra-1500,70,5443,1.29%,30.09
https://www.michelinman.com/auto/manufacturers/acura/tlx,70,3562,1.97%,13.98
https://www.michelinman.com/auto/manufacturers/chevrolet/suburban,70,3354,2.09%,12.84
https://www.michelinman.com/auto/manufacturers/audi/q7,69,4616,1.49%,15.65
https://www.michelinman.com/auto/manufacturers/chevrolet/impala,68,7236,0.94%,35.37
https://www.michelinman.com/auto/manufacturers/lexus/nx200t,67,4974,1.35%,25.69
https://www.michelinman.com/auto/manufacturers/buick/envision,67,2694,2.49%,20.35
https://www.michelinman.com/auto/manufacturers/kia/ev6,67,2409,2.78%,8.82
https://www.michelinman.com/auto/manufacturers/chevrolet/silverado-3500-hd,67,2371,2.83%,15.83
https://www.michelinman.com/auto/manufacturers/audi/q8,67,1753,3.82%,11.61
https://www.michelinman.com/motorcycle/manufacturers/triumph/bonneville-t120,67,1470,4.56%,15.19
https://www.michelinman.com/auto/manufacturers/hyundai/elantra,66,12930,0.51%,24.69
https://www.michelinman.com/auto/manufacturers/mercedes-benz/e63-amg-s,66,6564,1.01%,54.24
https://www.michelinman.com/auto/manufacturers/jeep/grand-cherokee-l,66,5323,1.24%,18.63
https://www.michelinman.com/auto/manufacturers/lexus/ls460,66,4629,1.43%,26.29
https://www.michelinman.com/auto/manufacturers/chevrolet/cruze,65,9145,0.71%,24.55
https://www.michelinman.com/auto/manufacturers/dodge/durango,65,8504,0.76%,19.09
https://www.michelinman.com/auto/manufacturers/dodge/charger,65,7777,0.84%,24.07
https://www.michelinman.com/auto/manufacturers/toyota/rav4-prime,65,6149,1.06%,16.67
https://www.michelinman.com/auto/manufacturers/hyundai/accent,65,5832,1.11%,24.66
https://www.michelinman.com/motorcycle/manufacturers/kawasaki/ninja-300/ninja-300,65,4130,1.57%,26.62
https://www.michelinman.com/auto/manufacturers/rolls-royce,64,3513,1.82%,22.23
https://www.michelinman.com/motorcycle/manufacturers/royal-enfield,64,1928,3.32%,19.65
https://www.michelinman.com/auto/manufacturers/polestar,64,1739,3.68%,16.16
https://www.michelinman.com/auto/manufacturers/jeep/compass,63,9577,0.66%,15.8
https://www.michelinman.com/auto/manufacturers/nissan/pathfinder,63,7729,0.82%,25.73
https://www.michelinman.com/motorcycle/manufacturers/kawasaki/ninja400/ninja400,63,4204,1.5%,9.09
https://www.michelinman.com/auto/manufacturers/ford/bronco-sport,63,3336,1.89%,18.85
https://www.michelinman.com/auto/manufacturers/bmw/m2,63,2271,2.77%,12.76
https://www.michelinman.com/auto/manufacturers/mercedes-benz/gl450,62,5023,1.23%,25.97
https://www.michelinman.com/auto/manufacturers/toyota/sequoia,62,3211,1.93%,22.11
https://www.michelinman.com/auto/manufacturers/lexus/lc500,62,1511,4.1%,18.53
https://www.michelinman.com/auto/manufacturers/volkswagen/jetta,61,8450,0.72%,20.7
https://www.michelinman.com/motorcycle/manufacturers/honda/grom,61,6483,0.94%,13.98
https://www.michelinman.com/auto/manufacturers/infiniti/qx60,61,4415,1.38%,13.23
https://www.michelinman.com/auto/manufacturers/lexus/ls430,61,3087,1.98%,23.5
https://www.michelinman.com/auto/manufacturers/lexus/nx350,61,2371,2.57%,18.35
https://www.michelinman.com/auto/manufacturers/subaru/brz,61,1961,3.11%,17.49
https://www.michelinman.com/auto/manufacturers/lincoln/nautilus,60,2217,2.71%,12.14
https://www.michelinman.com/motorcycle/manufacturers/kawasaki/z400,60,2049,2.93%,16.73
https://www.michelinman.com/auto/manufacturers/gmc/yukon,59,3890,1.52%,15.23
https://www.michelinman.com/auto/manufacturers/chrysler/town-and-country,59,3831,1.54%,19.07
https://www.michelinman.com/motorcycle/manufacturers/honda/adv150/adv150,59,3276,1.8%,12.3
https://www.michelinman.com/motorcycle/manufacturers/honda/rebel-250,59,3054,1.93%,14.16
https://www.michelinman.com/auto/manufacturers/volvo/s60,59,3040,1.94%,13.56
https://www.michelinman.com/auto/manufacturers/subaru,58,9914,0.59%,18.94
https://www.michelinman.com/auto/manufacturers/kia/forte,58,5797,1%,18.55
https://www.michelinman.com/auto/manufacturers/mercedes-benz/cla45-amg,58,4063,1.43%,41.92
https://www.michelinman.com/auto/manufacturers/ford/f-150-lightning,58,3081,1.88%,14.22
https://www.michelinman.com/auto/manufacturers/dodge/challenger,57,5667,1.01%,21.58
https://www.michelinman.com/auto/manufacturers/lincoln/mkz,57,3857,1.48%,27.06
https://www.michelinman.com/auto/manufacturers/nissan/armada,57,2921,1.95%,15.04
https://www.michelinman.com/auto/manufacturers/hyundai/kona,56,6101,0.92%,11.58
https://www.michelinman.com/auto/manufacturers/subaru/impreza,56,6041,0.93%,24.1
https://www.michelinman.com/auto/manufacturers/nissan/maxima,56,5886,0.95%,29.65
https://www.michelinman.com/auto/manufacturers/infiniti/q50,56,4638,1.21%,15.58
https://www.michelinman.com/auto/manufacturers/mercedes-benz/glk350,56,4214,1.33%,22.5
https://www.michelinman.com/auto/manufacturers/buick/lacrosse,56,2712,2.06%,16.49
https://www.michelinman.com/auto/manufacturers/infiniti/qx50,56,2692,2.08%,13.27
https://www.michelinman.com/motorcycle/manufacturers/ktm/390-duke/390-duke,56,1961,2.86%,25.85
https://www.michelinman.com/auto/manufacturers/porsche/panamera,55,4705,1.17%,8.47
https://www.michelinman.com/auto/manufacturers/nissan/frontier,55,4394,1.25%,20.78
https://www.michelinman.com/auto/manufacturers/kia/stinger,55,3293,1.67%,16.86
https://www.michelinman.com/auto/manufacturers/audi/a3,55,2379,2.31%,15.34
https://www.michelinman.com/auto/manufacturers/hyundai/palisade,53,3630,1.46%,11.6
https://www.michelinman.com/auto/manufacturers/mercedes-benz/gls580,53,714,7.42%,8.72
https://www.michelinman.com/motorcycle/manufacturers/yamaha/yzf-r6/yzf-r6,52,6942,0.75%,22.97
https://www.michelinman.com/auto/manufacturers/cadillac/cts,52,6347,0.82%,25.62
https://www.michelinman.com/auto/manufacturers/kia/k5,52,4586,1.13%,10.96
https://www.michelinman.com/motorcycle/manufacturers/indian,52,2395,2.17%,11.87
https://www.michelinman.com/motorcycle/manufacturers/harley-davidson/flhx-street-glide/flhx-street-glide,51,4760,1.07%,17.34
https://www.michelinman.com/motorcycle/manufacturers/yamaha/x-max-300/x-max-300,51,2840,1.8%,13.31
https://www.michelinman.com/motorcycle/manufacturers/triumph,51,2388,2.14%,30.73
https://www.michelinman.com/auto/manufacturers/chevrolet/malibu,50,9767,0.51%,31.25
https://www.michelinman.com/auto/manufacturers/ford/focus,50,8468,0.59%,35.34
https://www.michelinman.com/auto/manufacturers/lexus/ct200h,50,4558,1.1%,28.58
https://www.michelinman.com/auto/manufacturers/ford/transit-350,50,4160,1.2%,12.64
https://www.michelinman.com/auto/manufacturers/lexus/ls500,50,1736,2.88%,36.1
https://www.michelinman.com/auto/manufacturers/infiniti,49,4808,1.02%,15.21
https://www.michelinman.com/motorcycle/manufacturers/suzuki/gsx-r750/gsx-r750,49,3312,1.48%,18.91
https://www.michelinman.com/auto/manufacturers/mercedes-benz/amg-gt-53,49,2701,1.81%,47.46
https://www.michelinman.com/auto/manufacturers/genesis,48,3162,1.52%,16.63
https://www.michelinman.com/auto/manufacturers/toyota/prius-prime,48,2667,1.8%,16.44
https://www.michelinman.com/auto/manufacturers/audi/a5-sportback,48,2393,2.01%,16.38
https://www.michelinman.com/auto/manufacturers/volkswagen/golf-r,48,2296,2.09%,17.91
https://www.michelinman.com/auto/manufacturers/land-rover/range-rover-velar,48,1082,4.44%,14.26
https://www.michelinman.com/motorcycle/manufacturers/honda/cbr500r,47,4451,1.06%,32.17
https://www.michelinman.com/auto/manufacturers/acura/ilx,47,3930,1.2%,19.97
https://www.michelinman.com/motorcycle/manufacturers/yamaha/yzf-r6,47,3626,1.3%,27.66
https://www.michelinman.com/auto/manufacturers/nissan/kicks,47,2793,1.68%,15.67
https://www.michelinman.com/auto/manufacturers/bmw/m240i-xdrive,47,1333,3.53%,17.11
https://www.michelinman.com/motorcycle/manufacturers/harley-davidson/xl-883-r-sportster-iron-883/xl-883-r-sportster-iron-883,46,5605,0.82%,35.06
https://www.michelinman.com/auto/manufacturers/chevrolet/trax,46,4482,1.03%,13.25
https://www.michelinman.com/auto/manufacturers/mercedes-benz/s550,46,4370,1.05%,33.5
https://www.michelinman.com/auto/manufacturers/chrysler/200,46,4185,1.1%,14.87
https://www.michelinman.com/auto/manufacturers/nissan/leaf,46,3402,1.35%,18.21
https://www.michelinman.com/motorcycle/manufacturers/harley-davidson/flstf-softail-fat-boy/flstf-softail-fat-boy,46,3296,1.4%,15.16
https://www.michelinman.com/motorcycle/manufacturers/harley-davidson/flstc-heritage-softail-classic/flstc-heritage-softail-classic,46,3144,1.46%,24.37
https://www.michelinman.com/motorcycle/manufacturers/honda/super-cub-c125,46,1296,3.55%,35.26
https://www.michelinman.com/auto/manufacturers/mazda/3,45,4278,1.05%,35.03
https://www.michelinman.com/auto/manufacturers/toyota/corolla-cross,45,3504,1.28%,13.79
https://www.michelinman.com/auto/manufacturers/lexus/nx300h,45,2121,2.12%,25.25
https://www.michelinman.com/auto/manufacturers/hyundai/kona-electric,45,2056,2.19%,29.13
https://www.michelinman.com/auto/manufacturers/volvo/xc40-recharge,45,820,5.49%,16.64
https://www.michelinman.com/auto/manufacturers/volkswagen/passat,44,4290,1.03%,26.03
https://www.michelinman.com/auto/manufacturers/ferrari,44,2912,1.51%,12.67
https://www.michelinman.com/auto/manufacturers/hyundai/ioniq,44,1254,3.51%,10.87
https://www.michelinman.com/auto/manufacturers/infiniti/g37,43,7621,0.56%,31.27
https://www.michelinman.com/auto/manufacturers/ford/ranger,43,6581,0.65%,24.87
https://www.michelinman.com/auto/manufacturers/mercedes-benz/c250,43,6214,0.69%,17.1
https://www.michelinman.com/auto/manufacturers/mercedes-benz/s63-amg,43,4019,1.07%,47.13
https://www.michelinman.com/auto/manufacturers/gmc/sierra-2500-hd,43,2796,1.54%,24.21
https://www.michelinman.com/auto/manufacturers/mercedes-benz/gle43-amg,43,1632,2.63%,22.88
https://www.michelinman.com/auto/manufacturers/lexus/rc-f,43,1396,3.08%,19.59
https://www.michelinman.com/motorcycle/manufacturers/honda/xl-750-transalp,43,558,7.71%,8.75
https://www.michelinman.com/auto/manufacturers/bmw/i3,42,5429,0.77%,12.73
https://www.michelinman.com/auto/manufacturers/audi/a4,42,5163,0.81%,20.38
https://www.michelinman.com/auto/manufacturers/ford/fiesta,42,3347,1.25%,21.09
https://www.michelinman.com/motorcycle/manufacturers/yamaha/mt-07,42,2974,1.41%,12.99
https://www.michelinman.com/motorcycle/manufacturers/yamaha/mio-125-i,42,2157,1.95%,11.71
https://www.michelinman.com/auto/manufacturers/toyota/c-hr,41,5309,0.77%,16.01
https://www.michelinman.com/auto/manufacturers/gmc/yukon-xl,41,2262,1.81%,13.88
https://www.michelinman.com/auto/manufacturers/bmw/335i,41,2149,1.91%,24.38
https://www.michelinman.com/auto/manufacturers/land-rover/range-rover-evoque,41,1632,2.51%,18.04
https://www.michelinman.com/auto/manufacturers/lincoln/aviator,41,1124,3.65%,13.07
https://www.michelinman.com/auto/manufacturers/chevrolet/colorado,40,6325,0.63%,19.35
https://www.michelinman.com/auto/manufacturers/chrysler/300,40,6311,0.63%,23.07
https://www.michelinman.com/auto/manufacturers/mazda,40,6222,0.64%,27.92
https://www.michelinman.com/auto/manufacturers/subaru/legacy,40,4471,0.89%,15.54
https://www.michelinman.com/auto/manufacturers/bmw/m550i-xdrive,40,4415,0.91%,21.94
https://www.michelinman.com/auto/manufacturers/acura/tsx,40,3739,1.07%,20.48
https://www.michelinman.com/auto/manufacturers/mercedes-benz/e300,40,2828,1.41%,38.31
https://www.michelinman.com/auto/manufacturers/bmw/x4,40,2801,1.43%,10.23
https://www.michelinman.com/auto/manufacturers/lexus/sc430,40,2200,1.82%,36.59
https://www.michelinman.com/auto/manufacturers/mercedes-benz/s580,40,1922,2.08%,20.01
https://www.michelinman.com/motorcycle/manufacturers/honda/pcx150/pcx150,40,1400,2.86%,18.76
https://www.michelinman.com/auto/manufacturers/kia/optima,39,5425,0.72%,33.86
https://www.michelinman.com/auto/manufacturers/ford/f-150-xlt,39,5379,0.73%,34.37
https://www.michelinman.com/auto/manufacturers/ford/taurus,39,3752,1.04%,28.01
https://www.michelinman.com/auto/manufacturers/mercedes-benz/sprinter-3500,39,1322,2.95%,32.61
https://www.michelinman.com/motorcycle/manufacturers/honda/cmx500-rebel,39,989,3.94%,16.34
https://www.michelinman.com/auto/manufacturers/jeep/renegade,38,7828,0.49%,13.78
https://www.michelinman.com/auto/manufacturers/ford/flex,38,5564,0.68%,34.93
https://www.michelinman.com/auto/manufacturers/smart,38,3519,1.08%,29.11
